en,ja
Prank Perpetrator,イタズラの主謀者
Precious Fossilized Core,貴重な石化コア
Precious Treasure,宝のように
Precise Shopping Budget,ピッタリな予算
Precise Sweep,精密掃射
Prehistoric Monolith,有史以前の巨大物
Prepaid Power Card,公共料金プリペイドカード
Preparation for the Assault,強襲作戦に備えよ
Preparation for the Long Battle,長期戦に備えよ
Prepare for the Gold Rush,目指せ「ゴールド」ラッシュ
Qi Yu,斉漁Sē Ryō[!][!]Assumed reading
Corruption,侵蝕Shinshoku
Priceless Display Cabinet,価値あるショーケース
Priceless Photo,かけがえのない写真
Pride and Paranoia,高慢と偏執
Primal Malice I,「原始の悪意I」
Primal Malice II,「原始の悪意II」
Primal Malice III,「原始の悪意III」
Compendium,クイック手帳
Primordial Black Hole,原初のブラックホール
Private Jaeger,練達猟兵
Pro Player,プロゲーマーPurogēmā
Problem Child,「問題児」
"Problem Soldier, Reporting for Duty!",問題兵士、ただいま到着！
Problem Soldier Boot Camp,問題兵士の補習授業
Processed Story,再構成の物語
Professional Designer,プロのデザイナー
Professional Exploration Team,プロの探検チーム
Professional Habits,職業病
Profit Craft,ボロ儲けの手段
Project Shining Hollow,ホロウパシャパシャ計画
Project Shining Hollow (I),ホロウパシャパシャ計画・その一
Project Shining Hollow (II),ホロウパシャパシャ計画・その二
Project Shining Hollow (III),ホロウパシャパシャ計画・その三
Project Shining Hollow (IV),ホロウパシャパシャ計画・その四
Business x Strangeness x Justness,商機×怪奇×仁義Shōki × Kaiki × Jingi
Prologue: Intermission,序章幕間
Prologue: Intermission,序章幕間
Agents,エージェントĒjento
Promotion Genius,プロモーション術
Proof of Companionship,「トモダチである証」
Proof of Courage,勇気の証
Agents,エージェントĒjento
Agents,エージェントĒjento
Quick Assist: Protective Drill (Burst Mode),クイック支援：サポート・ドリルブレイク（爆発状態）
Defensive Assist: Protective Hammer,パリィ支援：護身槌
Proto Punk,プロト・パンクPuroto Panku
Prototype Seal,原型バッジ
Provisional Security Canine,臨時治安犬_JP0A
Proxy,プロキシPurokishi
Proxy,プロキシPurokishi
Reconnected,再接続
Proxy Business,プロキシPurokishi
Proxy Business,プロキシ業
Proxy Handbook,プロキシノートPurokishinōto
Inter-Knot,インターノットIntānotto
Proxy Parent: Bangboo Search,代理保護者・ボンプ探しDairi Hogosha - Bonpu Sagashi
Proxy Parent: Precise Location,代理保護者・正確な位置特定
Compendium,クイック手帳
Proxy With Connections,大の人脈持ち店長
Pryor,プライヤーPuraiyā
New Eridu Public Security,新エリー都治安局Shin Eri to Chi'an kyoku
New Eridu Public Security,新エリー都治安局Shin Eri to Chi'an kyoku
Public Security Office,治安局駐在所Chi'an Kyoku Chūzaishō
Public Security Officer's Attire Issues,治安官のコーデのお悩み
Public Security Officer's New Year Nightmare,治安官と新年のパニックJi'ankan to Shinnen no Panikku
Public Security Officer’s Answer,治安官の答え
Public Security Poster,治安局のポスター
Assist Follow-Up: Public Security Ruling,支援突撃：裁くは治安の名のもとに
Public Security Safety Awareness Month Questionnaire,"「治安パトロール強化月間」イベントアンケート""Ji'an Patorōru Kyōka Gekkan"" Ibento Ankēto"
Public Security Squad,治安官小隊Chiankan Shōtai
Chain Attack: Pudding Slash,連携スキル：カツ・モツ・斬！
Puffer Electro,パファー・エレクトロPafā Erekutoro
Pulchra Fellini,プルクラ・フェリーニPurukura Ferīni
Pulchra's Namecard,プルクラの名刺
Pulchra's Probation Period (I),プルクラの「試用期間」・その一
Pulchra's Probation Period (II),プルクラの「試用期間」・その二
Pulchra's Probation Period (III),プルクラの「試用期間」・その三
Pulchra's Probation Period (IV),プルクラの「試用期間」・その四
Pulchra's Probation Period (V),プルクラの「試用期間」・その五
Pulchra,プルクラPurukura
Pulchra Fellini,プルクラ・フェリーニPurukura Ferīni
Pull-Tab Bomb,ピン付き爆弾
Pumpkin Soup Noodles,白鉢かぼちゃラーメン
Pupper Will Always Forgive,ワンちゃんは許してくれる
Puppeteer's Letter,「傀儡師」からの手紙
Purchasable Loyalty,Purchasable Loyalty
Mole in the Hole (II),ホロウ：インポッシブル(中)Horō: Inposshiburu (Chū)
Purification Room,浄化室
Purifying Flask,ろ過瓶
Purple Legend,レジェンド・オブ・パープルRejendo Obu Pāpuru
Pursenas Hollow,プルセナスホロウPurusenasu Horou
Pursuit and Interception,サーチアンドデストロイSāchiandodesutoroi
Puzzle Sphere,魔法の立体パズルMahō no Rittai Pazuru
Hollow Thug - Pyromaniac,ホロウ荒らし・放火魔
Defensive Assist: P—Please allow me!,パリィ支援：わ、私がやります！
Qi Yu,斉漁Sē Ryō[!][!]Assumed reading
Qin,琴
Qingming Birdcage,青溟の鳥籠Seimei no Dorikago
Qingming Birds,青溟鳥
Qingming Sword,青溟剣Seimei-ken
Qingyi,青衣Chin'ī
Qingyi's Namecard,青衣の名刺
Qingyun,青雲Seiun[!][!]Assumed reading
Qiqi,キキKiki
Qiuhua,秋華
Quadruple Meter Gavotte,四拍子のガヴォット
Qualification Assessment,資質試験
Qualification Assessment: Edge,資質試験・外周
Qualification Assessment: Frontline,資質試験・前線
Qualified Manager,一人前の店長
Quality Time,親友とのお出かけ
Quality Time,親友とのお出かけ
Questionboo,カンフー・ボンプKanfū Bonpu
Quick-Thinking to Self-Rescue,いざ自力救済
Assist,支援スキル
"Quick Assist: ""One Luminous Sky""",クイック支援：一面の花火
Quick Assist: A Set for Two,クイック支援：2人前
Quick Assist: Armed Support,クイック支援：武力支援
Quick Assist: Barrage of Raining Flowers,クイック支援：花嵐斉射
Quick Assist: Batholith,クイック支援：一枚岩
Quick Assist: Blade of Elegance,クイック支援：風花斬り
Quick Assist: Blazing Flash - Guard,クイック支援：ブレイジングドライブ-守
Quick Assist: Braced Bow,クイック支援：弦通し
Quick Assist: Brake Tap,クイック支援：ポンピングブレーキ
Quick Assist: Cat's Paw,クイック支援：猫の手貸すぞ☆
Quick Assist: Cloud Flash,クイック支援：雲間の一閃
Quick Assist: Cloudstream Shadow,クイック支援：流雲影身
Quick Assist: Cold-Bore Cover Fire,クイック支援：コールドバレル・アシスト
Quick Assist: Coming Thru!,クイック支援：あたしがやる！
Quick Assist: Contract - Bodyguard,クイック支援：契約・ボディガード
Quick Assist: Covering Fire,クイック支援：火力支援
Quick Assist: Covering Shot,クイック支援：火力援護
Quick Assist: Crushing Mist,クイック支援：ミスティストライク
Quick Assist: Dancing Petals,クイック支援：花信風
Quick Assist: Dark Thorn,クイック支援：黒い茨_JP0A
Quick Assist: Decisive Stomp,クイック支援：怒りて肉球を残す
Quick Assist: Dessert Time,クイック支援：おやつの時間
Duple Meter Allemande,二拍子のアルマンド
Quick Assist: Elegy,クイック支援：レクイエム
Emergency Bombard,救急砲撃
Quick Assist: Emergency Measures,クイック支援：応急処置
Quick Assist: Energizing Specialty Drink,クイック支援：シャキッと爽快
Quick Assist: Fierce Blade,クイック支援：フィアース・ブレード
Quick Assist: Forward Call,クイック支援：着信転送
Quick Assist: Frostshock Reinforcement,クイック支援：降霜の援護
Quick Assist: Frostwing Guard,クイック支援：あなたを覆う羽
Quick Assist: Hit By Pitch!,クイック支援：デッドボール！
Quick Assist: Incident Management,クイック支援：ヒヤリハット対策
Quick Assist: Intertwined Stab,クイック支援：オルタナスラスト
Quick Assist: Joint Account,クイック支援：共同取り立て
Quick Assist: Lane Change,支援スキル：車線変更
Quick Assist: Lift Your Gaze to Good Fortune,クイック支援：仰げば招福
Quick Assist: Lone Shadow - Regroup,クイック支援：孤影・帰陣
Quick Assist: Lutz Jump,クイック支援：ルッツジャンプ_JP0A
Quick Assist: Power of Teamwork,クイック支援：スターライト・絆の力
Quick Assist: Protective Drill (Burst Mode),クイック支援：サポート・ドリルブレイク（爆発状態）
Quick Assist: Searing Slash,クイック支援：焦痕斬り
Quick Assist: Shark Sentinel,クイック支援：護衛シャーク
Quick Assist: Shoulder-To-Shoulder,クイック支援：肩を並べて
Quick Assist: Thunderfall,クイック支援：雷呼
Quick Assist: Wind Through the Pines,クイック支援：風入松
Quick Assist: Wolf Pack,クイック支援：群狼
Assist,支援スキル
Dash Attack: Quick Inspection,ダッシュ攻撃：抜き打ち検査
Quick Inspection,抜き打ち検査Nukiuchi Kensa
Assist Follow-Up: Quick Sweep,支援突撃：テキパキお掃除
Quick Work,造作もない
Quixie,キホーテKihōte
Quiz Prize,問答の賞品
犬出没,犬出没
Rabbit Tails,うさぎのしっぽの長さUsagi no Shippo no Nagasa
Racing Tides,湾港疾走
Radiant Gold,燦々なる流金
Radiation Effect,輻射効果
Radio,ラジオRajio
Radiowave Journey,エレクトロウォークErekutorowōku
Raffle Ticket,抽選券
Special Attack: Raging Fire,特殊スキル：烈火
Raid Operation,突撃作戦
Hollow Thug - Raider,ホロウ荒らし・略奪者
Raiders of the Hollow,レイダーズ／ホロウの秘宝
Railing in the Lobby,ロビーの手すり
Rain,レインRein
Rainforest Gourmet,密林の食いしん坊
Rainy Night's Cupid,夜雨に紛れる恋愛マスターYau ni Magireru Ren'ai Masutā
Rainy Night's Cupid,夜雨に紛れる恋愛マスターYau ni Magireru Ren'ai Masutā
Special Attack: Rally!,特殊スキル：しゅーごー！
Rally! Uhn-ne uhn-ne!,あつまれンナンナの友
Rally Commission,バトルラリー依頼
Rampage,「横暴」
Hollow Thug - Rampant Brute,ホロウ荒らし・剛力横暴者
Video Store,ビデオ屋Bide'oya
Story Commission,ストーリー依頼
Rapid Freezing,急速冷凍
Rapid Growth,育ち盛り
Rapid Rescue,速攻救助
Evasive Assist: Rapid Risk Response,回避支援：快速リスク対応
Rare Earth,レアアースReaāsu
Rare Free Time,貴重な休暇
Rare Subspecies: Black-Gold Large Yellow Croaker,「レア」黒金フウセイ
Rare Subspecies: Black Tornado,「レア」「ブラックサイクロン」
Rare Subspecies: Blade Runner,「レア」「銀翼キラー」
Rare Subspecies: Blubber-gasted,「レア」ビックリサメ
Rare Subspecies: Demure Maki-Maki,「レア」オトナシシイラ
Rare Subspecies: Devil Ray,「レア」デーモンフィッシュ
Rare Subspecies: Dragonfruit Grouper,「レア」ドラゴンフルーツマダラ
Rare Subspecies: Gloomy Squid,「レア」ユウウツイカ
Rare Subspecies: Infinite Snapper,「レア」ムゲンフエダイ
Rare Subspecies: Lance Knight,「レア」「ランスナイト」
Rare Subspecies: Legskate,「レア」トゲなしエイ
Rare Subspecies: Lonewolf Fish,「レア」ロンリーフィッシュ
Rare Subspecies: Dragonfruit Grouper,「レア」ドラゴンフルーツマダラ
Rare Subspecies: Rainbow Cichlid,「レア」ニジイロティラピア
Rare Subspecies: Savage Shark,「レア」凶暴ザメ
Rare Subspecies: Sea Monster King,「レア」「シーデーモン」
Rare Subspecies: Dragonfruit Grouper,「レア」ドラゴンフルーツマダラ
Rare Subspecies: Slow Mambo,「レア」ユックリマンボウ
Rare Subspecies: The Glider,「レア」「グライダー」
Fish,魚肉
Rattlesnake,「ラトルスネーク」
Ravenlock family,レイヴンロック家Reivunrokku Ke
Ravenlock family,レイヴンロック家Reivunrokku Ke
Raw Lacquer,生漆
Ray Yersin,レイ・エリツィンRei Eritsin
Ray's Research Log,レイの研究記録
"Ray, Vanished",消えたレイ
Ray Yersin,レイ・エリツィンRei Eritsin
Raysen,レイセンReisen
Razor,レイザーReizā
Read the Air,空気を読もう
Real Bro Hans,漢・ハンス
EX Special Attack: Really Heavy,強化特殊スキル：兆、重たい
Reason for Anger,怒ってる理由
Reason for Coffee,コーヒーを買う理由
Reason for Feeling Refreshed,清々しい気分のワケ
Rebel Soldiers,反乱軍
Rebel Soldiers,反乱軍
Rebel at School,学校へ行こう!
Rebirth,新生
Rebuild Ridu!,エリー再建！
Reckless Driver,ワイルドドライバーWairudodoraibā
Reconnected,再接続
Red!,Red!
Red!!,Red!!
Red!!!,Red!!!
Red Bean Bun Token,あんぱんメダル
Red Boar Riding Shotgun,助手席の赤い猪
Red Boar Riding Shotgun,助手席の赤い猪
Red Chilli Chicken Noodles,黒鉢赤辛鶏白湯ラーメン
Red Chilli Chicken Noodles,黒鉢赤辛鶏白湯ラーメン
Red Chilli Meat Noodles,白鉢赤辛肉盛りラーメン
Red Fang Gang,赤牙組Sekigagumi
Red Moccus,真紅のモックスShinku no Mokkusu
Red Moccus Core,コア・「真紅のモックス」
Redemption in the Rock Quarry,採石場の救済
Reed,ルイドRuido
Reef Fishing Spot,石礁の釣り場
Reef Rock,暗礁
Reel Projector,光と影のカット
Reflections of Fireworks,花火の倒影
Reflections of the Past,我が過去をその目に
Reformed Hollow Raider,脱ホロウレイダー
Refueling,ガソリン注入
Refusing Medical Assistance,医療救助は遠慮しよう
Regulars Are Important!,常連は大事
Assist Follow-Up: Reignition,支援突撃：再燃
Reina,レナRena
Reinforced Anomaly Component,強化型異常キット
Reinforced Attack Component,強化型強攻キット
Reinforced Defense Component,強化型防護キット
Reinforced Rupture Component,強化型命破キット
Reinforced Stun Component,強化型撃破キット
Reinforced Support Component,強化型支援キット
Reinvestigate the Lost Void,「迷いの地」再調査
Relentless Pursuit,エンドレス・ハンティングEndoresu Hantingu
Remember to Warm Up Before Training,準備運動を忘れずに
Remodeling Shop,カスタムショップKasutamushoppu
Reno,リノRino
Repay With a Night of Sound Sleep,どうか穏やかな夜を
Replacement Bounty Hunter,賞金稼ぎ代理人Shōkin Kasegi Dairinin
Replacement Bounty Hunter,賞金稼ぎ代理人
Replenishing Sugar Levels,糖分補充
Rescue Mission,救出の作戦
Rescue Operation,救助作戦
Research Center Revisited,科学研究院を再訪
Reserved Relics,予備残留物
Reset Button,リセットボタンRisettobotan
Residual Signal,余波シグナルYoha Shigunaru
Resistance Decline,「耐性低下」
Resolute Determination,終結の決意
Resolve to Become an Attendant,執事になる覚悟
Resonaboo,レゾナンボンプRezonanbonpu
Resonaboo Core,コア・「レゾナンボンプ」
Resonance Anchor,共振アンカー
Resonance Chords,共振和音Kyōshin Wa'on
Resonance Oscillation,共振共鳴Kyōshin Kyōmē
Resonance Test,共鳴テスト
Resonium,レゾブレムRezoburemu
Resonium,レゾブレムRezoburemu
Resonium Catalyst,レゾブレム触媒
Resonium Converter,レゾブレム変換装置
Resonium,レゾブレムRezoburemu
Resonium Repulsion,「レゾブレム拒絶反応」
Resort's Honorary Partner,リゾート名誉パートナー
Resort Reception,ビジターセンターBijitāsentā
Resource Recycling,リサイクルRisaikuru
Resource Recycling Squad,資源回収チームShigen Kaishū Chīmu
Responder to Prophecy,「プロフェシー」に応えし者
Rest Area,休憩ステーション
Rest Area,娯楽エリア
Rest Areas,休憩エリア
Rest Awhile,途切れて続くTogirete Tsudzuku
Rest Awhile,途切れて続くTogirete Tsudzuku
Rest Day After Training,トレーニング後のリラックスTorēningu Go no Rirakkusu
Restart Selectable A-Rank Weapon Chest,A級音動機指定パック・再始動
Resting Housewife,"「忙しい合間を縫う」主婦""Isogashī Aima wo Nū"" Shufu"
Restricted Area Investigation,禁区調査
Retail Industry Study Materials,販売業の学習素材
Dodge Counter: Retaliation,回避反撃：拳骨応酬
Retirement Life,セカンドライフSekandoraifu
Retro Flip Phone,旧式ガラケー
Return of the Traveling Bird,いたずらっ子ボンプも木から落ちる
Return to Bardic Needle,再び「吟遊ニードル」へ
Return to Giallo City,ジャーロ・シティJāro Shiti
Return to Hades,冥府への回帰
Return to Nihility,虚無に帰る
Return to the Sea,海に還ること
Dodge Counter: Returning Tusk!,回避反撃：牙を剥く！
Revenge Against New Eridu,新エリー都への復讐Shin Eri To e no Fukushū
Revenue,売上Uriage
Reverb Arena,リバーブ・アリーナRibābu Arīna
Reverb Arena Regular,リバーブ・アリーナの常連
Revitalizing Elixir,目覚回復剤
Revolver of Fortune,ラッキーリボルバーRakkīriborubā
Reward Area,「ご褒美」エリア
Reyna,若妍Jakuken[!][!]Assumed reading
Rhythm Rave,ミュージック・フレンジーMyūjikku Furenjī
Rhythm Rave,ミュージック・フレンジーMyūjikku Furenjī
Rhythm Raver,ミュージックパーティーMyūjikkupātī
Rich Lady's Outer Ring Debut?!,お嬢様の初郊外！？
Richard Teamilk,リチャード・ティーミルクRichādo Tīmiruku
Ricky,リッチーRicchī
Riddler,謎かけ人
Riddlers' Club (I),なぞなぞ同好会-その一
Riddlers' Club (II),なぞなぞ同好会-その二
Riddlers' Club (III),なぞなぞ同好会-その三
Riding the Wings of Songs,歌という翼に乗って
Ridu's Songstress on the Run,歌姫、お忍び新エリー都Utahime Oshinobi Shin Eri To
Ridu Chronicles,エリー・クロニクルErī Kuronikuru
Ridu Fishing Festival,新エリー都の釣りの祭典
Ridu Holidays,エリーの休日
Ridu Newsletter,シティ速報Shiti Sokuhō
Ridu Newsletter,『エリー速報』
Ridu Overseer,新エリー都でつかまえて
Ridu Stroll,エリー遊歩Erī Yūho
Ridu Weekly,エリー週記
Ridu for You,付録のエリー
Ridu for You,付録のエリー
Rigidity Test,剛性テスト
Alexandrina Sebastiane,アレクサンドリナ・セバスチャンArekusandorina Sebasuchan
Rina's Namecard,リナの名刺
Riot Suppressor Mark VI,サプレッサーⅥ型
Rippling Cerulean,さざ波の舞踏会
"Rise of the ""Literary Movement""",「文芸派」、台頭の時
Additional Ability: Rising Storm,追加能力：ライジングストーム
Defensive Assist: Risk Allocation,パリィ支援：リスク分散
Dodge: Risky Business,回避：危ねぇ危ねぇ！
Riverside Whispers,川辺のホンネ
Road to Proxy Greatness,「プロ」起死回生の階段
Roadside Stop,緊急路上駐車
Dash: Roaming Hunt,ダッシュ：狩り遊ぶ
Roaming the Ether,エーテル虚境漫遊
Roaring Fur-nace,招福の虎炉Shōfuku no Koro
Roaring Into the Sunset,夕焼けへGO！
Roaring Power,共鳴する力
Roaring Ride,グロウル・マイ・カーGurouru Mai Kā
Roaring Tides,どよめく音波
Roaring Wheels,ヘッジホッグ・ホイールHejjihoggu Hoīru
Robin,ロビンRobin
Robin Core,コア・「ロビン」
Rocket Barrage,砲撃ランチャー
Rocket Blast!,爆撃ランチャー！
Rocketboo,ハヤスギボンプHyasugibonpu
Rocketboo Core,コア・「ハヤスギボンプ」
Roger that,roger that
Roland,ローランドRōrando
Roller Octopus,マキダコMakidako
Ronnie,ロニーRonī
Rookie's Guide to the Hollow,ホロウヒッチハイク・ガイドHorouhicchihaiku Gaido
Rookie's Guide to the Hollow,ホロウヒッチハイク・ガイドHorouhicchihaiku Gaido
Rookie Gardener,初心者「庭師」
Rookie Jaeger,新米猟兵
Rookie on the Road,「新米」オンザロード
Room,部屋
Root Eradication,根絶やし
Rose,バラBara
Rosin,松脂
[Hollow] Rough Machining Center,[ホロウ]粗加工センター
Round and Bouncy,丸くて弾力がある
Routine Cleanup,定期掃討Teiki Sōtō
Rowen,ローウェンRōwen
Roy,ロイRoi
Royal Exemplar,王室の品格
Rubber,ゴムGomu
Ruby,ルビーRubī
Ruins,廃墟と化した建物
Ruler Certification Seal,コマンダー認証バッジ
Rules for Wanderers Lost,Rules for Wanderers Lost
Rupture,命破Mēha
Rupture Component,命破キット
Rupture Drill,命破演習
Rupture Resonator Test,命破・共鳴器テスト
Rusted Equipment,錆びついた機械
Hollow Thug - Rustler,ホロウ荒らし・盗猟犯
Rusty Waves,ラスティ・ウェーブRasuti Wēbu
Corrupted Bandit - Ruthless Fiend,賊害侵蝕体・凶悪狂人
Rye,頼君
Ryosuke,涼介
SNAP! Shining Strike,パシャリ！輝く大進撃！
Sacred Sword Unleashed,聖剣解放
Sacrifice,サクリファイスSakurifaisu
Sacrifice - Bringer,サクリファイス・ブリンガーSakurifaisu - Buringā
Sacrifice - Covenant Guardian,サクリファイス・コヴェナント・ガーディアンSakurifaisu Kovenanto Gādian
Sacrifice - Heretic Jester,サクリファイス・ヘレティック・ジェスターSakurifaisu - Hereteikku Jesutā
Sacrifice Core,サクリファイスのコアSakurifaizsu no Koa
Sacrifice Core,サクリファイスのコア
Sacrifices & Exaltists,サクリファイスと讃頌会
Safe Distance,安全距離
Safe Driving,安全運転
Defensive Assist: Safe on Base!,パリィ支援：セーフ！
Safety,ゴアンゼンGoanzen
Safety Before Power Lines,ケーブルのご賞味は安全第一で
Safety Core,コア・「ゴアンゼン」
Safety Inspection,安全調査
Safety Inspection Team,Safety Inspection Team
Safety Not Guaranteed,刃物に用心
Dodge: Safety Regulation,回避：安全規程
Safety Zones,安全エリア
Safie,イチロIchiro
Sage in a Barrel,箱の賢者Hako no Kenja
Sailfish,ヤリカジキYarikajiki
Sailume Bay,泅瓏囲
Sailume Bay Pursuit,泅瓏を尋ねて
Basic Attack: Salchow Jump,通常攻撃：サルコウジャンプ_JP0A
Sampling Cart: Black,サンプリングカート-黒
Sampling Cart: White,サンプリングカート-白
Sampling Cart: Yellow,サンプリングカート-黄
Samson Hu,サムスン・フーSamusun Fū
Sān-Z STUDIO,San-Z STUDIO
Sand Pile,砂山
Sandy,サンディSandi
Sansa,サシャSasha
Sarah Floren,サラ・フローレンSara
Sarah Floren,サラ・フローレンSara
Satisfactory Service,サービス周到
Save Bangboo Teddy,ボンプのテディを救え
Save Golden Week,GWを救え
Saving Hacker Rain,スーパーハッカー・レインを救え
Savior's Mission,救世主の使命
Savor the Flavor: Citywide Delivery,どこでもグルメDoko Demo Gurume
Savor the Flavor: Citywide Delivery,どこでもグルメDoko Demo Gurume
Savor the Flavor: Citywide Delivery I,どこでもグルメ・一
Savor the Flavor: Citywide Delivery II,どこでもグルメ・二
Savor the Flavor: Citywide Delivery III,どこでもグルメ・三
Savor the Flavor: Citywide Delivery IV,どこでもグルメ・四
Savor the Flavor: Citywide Delivery V,どこでもグルメ・五
Savor the Thrill of Battle,挑戦のひとときを楽しむ
Saw A Comedy,「ソウ」ルフル・ストーリー
Saw Teeth Trimming,鋭牙剪定法
Say It With Flowers,花言葉に秘めた想いHanakotoba ni Himeta Omoi
Say No to Arson,節度ある放火
Say No to Working,働いたら負け
Scared Visitor,挙動不審の来客
Scarlet Blossom Ears,諦聴の耳
Scarlet Crane Emblem,朱鶴の証
Scarlet Engine,スカーレットエンジンSukārettoenjin
Mole in the Hole (I),ホロウ：インポッシブル(上)Horō: Inpossshiburu (Jyō)
Scarlet Locked Jade,翡翠の結び
Scarlet Rock,緋色のロックンロール
Scenario Type: D0001,シナリオケース：D0001
Scenario Type: D0003,シナリオケース：D0003
Scenario Type: UC-0002,シナリオケース：UC-0002
Scenario Type: UC-0003,シナリオケース：UC-0003
Scenario Type: UC-0006,シナリオケース：UC-0006
Scenario Type: UC-0009,シナリオケース：UC-0009
Scenario Type: UC-0011,シナリオケース：UC-0011
Scenario Type: UC-0013,シナリオケース：UC-0013
Scenario Type: UC-0014,シナリオケース：UC-0014
"Scene One, Shot One!",第一幕、第一場！
"Scene One, Shot One!",第一幕、第一場！
"Scene One, Shot One! (I)",第一幕、第一場！・その一
"Scene One, Shot One! (II)",第一幕、第一場！・その二
"Scene One, Shot One! (III)",第一幕、第一場！・その三
Scent-Infused Card,花の香りがするメッセージカード
Scholarly Man,博士らしき男性
Schoolyard Powerhouse,レベルカンスト小学生Reberukansuto Shōgakusē
Schoolyard Powerhouse (I),レベルカンスト小学生（上）
Schoolyard Powerhouse (II),レベルカンスト小学生（中）
Schoolyard Powerhouse (III),レベルカンスト小学生（下）
Schrodinger's Bear,シュレディンガーと熊
Scientific Explosion,科学的「爆発」
Scientific Progress,科学のちから
Gully,かもめちゃん
Scorching Wind Strike,烈風千撃
Assist Follow-Up: Scored a Run!,支援突撃：ホームイン！
Scott's Trump Card,スコットの切り札
Scott Outpost,スコット前哨基地Skotto Zenshō Kichi
Scout Jaeger,先鋒猟兵
"Screen debut, Panda Warrior!",銀幕デビュー、パンダマン！
Scrolls of Discovery: All Dew Elixir Spray,開発秘伝「百露スプレー」
Scrolls of Discovery: Cinnabar Mill,開発秘伝「辰砂の薬研」
Scrolls of Discovery: Clarity Bell,開発秘伝「存思の鈴」
Scrolls of Discovery: Cloudgate Chime,開発秘伝「雲門の鐘」
Scrolls of Discovery: Cloudsong Incense Furnace,開発秘伝「雲霊の香炉」
Scrolls of Discovery: Dongyao Pain Relief Patch,開発秘伝「経脈静穏薬」
Scrolls of Discovery: Ether Compass,開発秘伝「エーテルコンパス」
Scrolls of Discovery: Evil-Dispelling Powder,開発秘伝「邪気払いの粉薬」
Scrolls of Discovery: Focused Bracers,開発秘伝「静寂の籠手」
Scrolls of Discovery: Guicang Boots,開発秘伝「帰蔵の靴」
Scrolls of Discovery: Heterogeneous Anti-coagulant Gel,開発秘伝「異性体抗凝固軟膏」
Scrolls of Discovery: Inkstone Pendant,開発秘伝「守一の玄佩」
Scrolls of Discovery: Insight Mirror,開発秘伝「洞明の鏡」
Scrolls of Discovery: Jinsu Water Lantern,開発秘伝「金粟渡」
Scrolls of Discovery: Luminous Steamer,開発秘伝「琉璃の蒸し器」
Scrolls of Discovery: Meditation Cushion,開発秘伝「安らぎの座布団」
Scrolls of Discovery: Misfortune-Warding Mask,開発秘伝「厄除けの面」
Scrolls of Discovery: Phase Anchor,開発秘伝「位相の杭」
Scrolls of Discovery: Pine Soot Pot,開発秘伝「松煙の釜」
Scrolls of Discovery: Plain Robe,開発秘伝「太素の衣」
Scrolls of Discovery: Purifying Flask,開発秘伝「ろ過瓶」
Scrolls of Discovery: Resonance Anchor,開発秘伝「共振アンカー」
Scrolls of Discovery: Revitalizing Elixir,開発秘伝「目覚回復剤」
Scrolls of Discovery: Snowbud Bowl,開発秘伝「雪芽の茶碗」
Scrolls of Discovery: Spirit-Cleansing Pouch,開発秘伝「精神清浄袋」
Scrolls of Discovery: Tianqing Pestle,開発秘伝「天青の杵」
Scrolls of Discovery: Xinzhai Paperweight,開発秘伝「心斎文鎮」
Scrolls of Refinement: All Dew Elixir Spray,精錬撰集「百露スプレー」
Scrolls of Refinement: Aptitude Talisman,精錬撰集「適性の呪符」
Scrolls of Refinement: Cinnabar Mill,精錬撰集「辰砂の薬研」
Scrolls of Refinement: Clarity Bell,精錬撰集「存思の鈴」
Scrolls of Refinement: Cloudgate Chime,精錬撰集「雲門の鐘」
Scrolls of Refinement: Cloudsong Incense Furnace,精錬撰集「雲霊の香炉」
Scrolls of Refinement: Dongyao Pain Relief Patch,精錬撰集「経脈静穏薬」
Scrolls of Refinement: Ether Compass,精錬撰集「エーテルコンパス」
Scrolls of Refinement: Evil-Dispelling Powder,精錬撰集「邪気払いの粉薬」
Scrolls of Refinement: Focused Bracers,精錬撰集「静寂の籠手」
Scrolls of Refinement: Guicang Boots,精錬撰集「帰蔵の靴」
Scrolls of Refinement: Heterogeneous Anti-coagulant Gel,精錬撰集「異性体抗凝固軟膏」
Scrolls of Refinement: Inkstone Pendant,精錬撰集「守一の玄佩」
Scrolls of Refinement: Insight Mirror,精錬撰集「洞明の鏡」
Scrolls of Refinement: Jinsu Water Lantern,精錬撰集「金粟渡」
Scrolls of Refinement: Luminous Steamer,精錬撰集「琉璃の蒸し器」
Scrolls of Refinement: Meditation Cushion,精錬撰集「安らぎの座布団」
Scrolls of Refinement: Misfortune-Warding Mask,精錬撰集「厄除けの面」
Scrolls of Refinement: Phase Anchor,精錬撰集「位相の杭」
Scrolls of Refinement: Pine Soot Pot,精錬撰集「松煙の釜」
Scrolls of Refinement: Plain Robe,精錬撰集「太素の衣」
Scrolls of Refinement: Purifying Flask,精錬撰集「ろ過瓶」
Scrolls of Refinement: Resonance Anchor,精錬撰集「共振アンカー」
Scrolls of Refinement: Revitalizing Elixir,精錬撰集「目覚回復剤」
Scrolls of Refinement: Snowbud Bowl,精錬撰集「雪芽の茶碗」
Scrolls of Refinement: Spirit-Cleansing Pouch,精錬撰集「精神清浄袋」
Scrolls of Refinement: Tianqing Pestle,精錬撰集「天青の杵」
Scrolls of Refinement: Xinzhai Paperweight,精錬撰集「心斎文鎮」
Sea Crow with Lamp,海烏ランプ
Sea God,海神様Kaijin Sama
