en,ja
Tea Party With Animals (I),四足獣のお茶会・その一
Tea Party With Animals (II),四足獣のお茶会・その二
Teahouse Commission,依頼はお茶の間から
Teamilk Choice Paralysis,どのティーミルクにしようかな
Teamilk Time,ティーミルク・タイム
Tearforged Blossoms,鋼より芽吹くは涙の花
Tech That Makes You Rich,テクノロジーで富を築く
Teleporter,ワープポイント
Temporary Partner,臨時パートナー
Temporary Partner,一時的な協力者
Temporary Script,臨時シナリオ
Tentacles,触手
Tepes,ツェペシュ
Teppei,鉄平
Termination of Construction Notice,工事差し止め通知書
Terror Raptor,テラー・ラプトル
Tessa de Winter,テッサ・デウィンター
Thanatos,タナトス
Thanatos - Energized,タナトス・蓄エネ型
That's Close Enough!,近いって！
That's Right!,それでいいよ、相棒！
That's the Vibe!,しっくり来た、相棒！
That Name,その名は
That Time We Almost Crossed Paths,一瞬のすれ違い
The Adored and the Abandoned,崇拝されるものと見捨てられるもの
The Amazing Grace,アメージング・グレース
The Apple Falls,リンゴが落ちた
The Art of Light,インターノット映え
The Art or the Dennies,芸術かディニーか
The Attendant's Care,執事の気配り
The Behemoth,巨獣
The Best Birthday Gift,最高の誕生日プレゼント
The Best Gift,最高のプレゼント
The Best of the Best!,猛者の中の猛者！
The Big Hollow,ザ・ビッグ・ホロウ
The Blasphemous Shall Not Ascend,冒涜者、昇天べからず
The Bloom of Asphodels,「咲き誇る幽世の花」
The Brimstone,ブリムストーン
The Case of Waterfall Soup,調査・麵屋錦鯉
The Case of a Missing Bangboo,行方プ明
The Case of a Missing Bangboo (I),行方プ明・上
The Case of a Missing Bangboo (II),行方プ明・中
The Case of a Missing Bangboo (III),行方プ明・下
"The Cat, Dog, Bangboo & Bear",猫と犬とボンプとクマ
The Champion,無敗のチャンピオン
"Special Play: The Fist, the Gun, and the Relic","Special Play: The Fist, the Gun, and the Relic"
The City's Growth Rings,街の年輪
The Complete Truth Puzzle,完全な真相のパズル
The Contract-Binding Proxy,プロキシ、契約を結ぶ
The Courage to Test Danger,覚悟、身を以て危を蹈む
The Cowboy Arrives Through the Swinging Doors,スイングドアから、カウボーイ登場
The Crane Calls Home,鶴の帰心
The Curtain Falls,美しい幕引き
The Day of Brilliant Wishes,願いがきらめく日
The Day of Brilliant Wishes: Finals,願いがきらめく日・決勝
The Day of Brilliant Wishes: Group Match,願いがきらめく日・予選
The Day of Brilliant Wishes: Qualifiers,願いがきらめく日・オーディション
The Day of Brilliant Wishes: Quarterfinals,願いがきらめく日・準々決勝
The Day of Brilliant Wishes: Semifinals,願いがきらめく日・準決勝
The Day of Falling Into the Hollow,ホロウに墜ちる日
The Defector,「背信者」
The Defiler,「冒涜者」
The Depths of the Deep,深淵の更に奥へ
The Door Can Be Opened From This Side,ドアはこちら側から開けられる
The Dream Endures,正夢のシルエット
The Dress and Destiny,ドレスと運命
The Edge of the Ruins,プロガイドこそ臨機応変なれ
The Ending She Foresaw,彼女が予見した結末
The Essence of Being a Bro,漢の真理
The Ethereal's Guide,エーテリアスの案内人
The Farthest Distance (I),最も遠い距離-その一
The Farthest Distance (II),最も遠い距離-その二
The Fastest Route,最短ルート
The Feline Family,ネコ科動物
The Final Callback,公開オーディション
The Final Hide and Seek,最後のかくれんぼ
The Final Hollow Reporter,ホロウ記者・最終日
The Final Song,最後の歌声
The Final Treasure Hunt,「お宝探し」の終わり
The Fire Within I,情熱の赤い火Ⅰ
The Fire Within II,情熱の赤い火Ⅱ
The Fire Within III,情熱の赤い火Ⅲ
The First Safehouse,「最初の隠れ家」
"The Fist, the Gun, and the Relic: Dancing With the King",野火の用心棒：ダンス・ウィズ・キング
"The Fist, the Gun, and the Relic: Fuel Time",野火の用心棒：フューエル・タイム
"The Fist, the Gun, and the Relic: High Noon",野火の用心棒：白日の決闘
"The Fist, the Gun, and the Relic: The Fist & The Gun",野火の用心棒：銃と拳の双璧
"The Fist, the Gun, and the Relic: Wasteland Search",野火の用心棒：荒野の捜索
The Flutist Is Here With a Gift,笛師のプレゼント
The Frozen Clock,止まった時計
The Gaze of the Stars,星々の視線
The Glutton,食いしん坊
The Great King of Ether,エーテルを揺るがす王
The Great Monopoly,大手寡占
The Great Office Investigation!,オフィスの大調査！
The Guidance of the Stars (I),星々の手引き・その一
The Guidance of the Stars (II),星々の手引き・その二
The Hare and the Proxy,兎と縄
The Heartbeat,10万回の拍動
The Hero Returns,英雄の帰還
The Hollow Raider,ホロウレイダー
"The Hollow Reporter, Day Five",ホロウ記者・5日目
"The Hollow Reporter, Day Four",ホロウ記者・4日目
"The Hollow Reporter, Day Three",ホロウ記者・3日目
"The Hollow Reporter, Day Two",ホロウ記者・2日目
The Hollows Bank,ホロウ銀行
The Inverted Night Lantern,逆さまの夜守燈
The Iron Witch,アイアン・ウィッチ
The Iron Witch (I),アイアン・ウィッチ（上）
The Iron Witch (II),アイアン・ウィッチ（中）
The Iron Witch (III),アイアン・ウィッチ（下）
The Joy of Mixing Drinks,ドリンク作りの楽しみ
The Kitchen Burns Wild,厨房は燃える荒野
Until Your Memory Fades (III),あなたさまがすべて忘れ去るまで（下）
The Last 1%,残り1%
The Last Delivery Order,最後の配達
The Last Hero,ラストスタンド
The Laws of Inertia,慣性の法則
The Legendary Mermaid,伝説の人魚姫
The Logistics of War,戦争の後方支援
The Lonely Voice,孤独な声
The Lure of Home?,実家からの魔の手？
The Maid and The Guitar,メイドとギター
The Master's Concerns (I),師匠のお悩み・その一
The Master's Concerns (II),師匠のお悩み・その二
The Master's Concerns (III),師匠のお悩み・その三
The Midnight Pursuit (B),危うし、高楼の夜（下）
"The Missing ""5"" (I)",消えた5の数字-その一
"The Missing ""5"" (II)",消えた5の数字-その二
The Missing Drivers,失踪した運転手
The Missing Painting,消えた油絵
The Missing Witness,失踪した証人
The Mockingbird's Still Alive,モッキンバードは落ちない
The More Things Change...,変わらぬ風景、変わりゆく人々
The More the Merrier,たくさんあるのが一番
The Most Familiar Place,実家のような安心感
The Most Important Matter in a Knight's Career,騎士の一大事
The Most Treasured Collection,最も貴重なコレクション
The Muse's Closet,ミューズのクローゼット
The Mysterious Young Lady's Gaze,謎の少女は見つめる
The Mystery of Arpeggio Fault: Corruption Crisis,断層の謎・侵蝕の危機
The Mystery of Arpeggio Fault: Final Puzzle Piece,断層の謎・最終パズル
The Mystery of Arpeggio Fault: Special Investigation,断層の謎・特殊調査
The Mystery of Arpeggio Fault: Unravelling,断層の謎・分析解明
The Mystery of Arpeggio Fault (A),断層の謎・上
The Mystery of Arpeggio Fault (B),断層の謎・下
The Name of Fish,魚の名前
"The Name of a ""Hero""",「英雄」の名前
The Need for Speed,スピード狂
The Needle and the Caviar Can,ニードルとキャビアの缶詰
The Night Through The Hollow,ホロウをかける夜
The One and Only Lucia,唯一無二の「リュシア」
The Only Embrace,たった一度のハグ
The Opportunist,「投資家」
The Other Mole,「もう一人のスパイ」
The Path to Becoming a Hero,The Path to Becoming a Hero
The Person You Are Calling Is In A Hollow,The Person You Are Calling Is In A Hollow
The Phantom Thief’s Confession,怪盗の本心
The Port Peak,ポッター・ヒル
The Price of Lies (I),嘘の代償-その一
The Price of Lies (II),嘘の代償-その二
The Price of Lies (III),嘘の代償-その三
The Price of Teamilk,ティーミルクの代償
The Prophecy,アンダープロフェシー
The Proxy and the Hare,縄と兎
Ultimate: The Queen's Attendants,終結スキル：女王の侍従たち
The Quizmaster's Card,「出題者」のカード
The Race From Which a Hero Was Born,英雄誕生ツーリング
The Realm Within,壺の中の世界
The Red Fang Gang's doomsday?!,赤牙組消滅か！？
The Red Scarf,赤いマフラーの名において
The Restrained,拘縛されし者
The Reverb Arena Secret Deal,リバーブ・アリーナ裏取引事件
"The Richest, the Poorest",最も富める者、即ち最も貧しき者
The Ridu Tour,エリーガイド
The Ridu Tour (I),エリーガイド・その一
The Ridu Tour (II),エリーガイド・その二
The Sanctuary,シェルター
The Second Queen,2番目の「女王」
The Secret of 30% Less Sugar,甘さ30%の秘密
The Seven-Day Sandbox of the Maiden Goddess,久遠の七日
The Seventh Weapon,7つ目の武器
The Skills of the Weak,技巧、弱を以て強にあたる
The Song for Tomorrow,明日へ飛び立つ歌
The Source,溯源
The Source,The Source
The Special Training Continues!,特別訓練、続行！
The Store That Doesn't Charge Dennies,ディニーを取らないお店
"The Storm Has Settled, but Ripples Remain",混乱収まらず、余波未だ続く
The Story Continues,「物語はまだまだ続く」
The Sugar vs. Weight Dilemma,糖分と体重の選択
"The Taste of ""Happiness""",「幸福」とやらの味わい
"The Taste of ""Warmth""",「あったかい」匂い
The Taste of Coffee,コーヒーの味わい
The Temptation of Junk Food,ジャンクフードの誘惑
"The Tower, Reversed",塔の逆位置
The Troubles of Ellen the Shark,サメ少女エレンの悩み
The True Prophecy,真・アンダープロフェシー
The Trust of the Stars (I),星々の信頼・その一
The Trust of the Stars (II),星々の信頼・その二
The Truth,真相
The Ultimate Collectibles,超ド級のとっておき
The Ultimate Grand Prize,スーパー無敵の最高賞
The Uncrowned Big Eater,無冠の大食い王
The Unique Waifei Romance Experience,衛非地区に特有の恋愛譚
The Unsung Champion,喝采なきチャンピオン
The Unsung Champion (I),喝采なきチャンピオン（上）
The Unsung Champion (II),喝采なきチャンピオン（中）
The Unsung Champion (III),喝采なきチャンピオン（下）
The Usefulness of Music,音楽の使いどころ
The Vanguard,前衛戦線
The Vanquishers,「トライアンフ」
The Vault,ザ・ボールト
The Veggie Squad,ベジタブルズ
The Video Store at the End of the Hollow,ホロウの果てのビデオ屋
The Way of Fine Porcelain: Prosper Together,輝磁の財運・福招来！
The Way of Self-Discipline,節制には程遠い
"The Weather's Great, Let's Go for a Walk",晴れたら、お散歩日和
The Weight of Trust,信頼の重さ
The Winner's Rules,勝者のルール
The Wisdom of Thrift and Prosperity,節約術と貯金のコツ
The Wish in the Bottle,瓶中の願い
The Young Lady's New Year Family Affairs,お嬢様と新年の家庭事情
The Zero Zone,心「零」現象
The weather's great today. Let's take a stroll.,お天気が良いので、散歩に行きましょう
Then I'll Begin,では、参ります
Theory of Contagious Fortune,幸運伝達論
Therese,テレーゼ
Thieves and Guardians,盗む者、守る者
Things to Avoid When Causing Havoc,ナワバリ荒らしのタブー
Think Again and Again,三思後考
Third White,レアプラチナ
This Is How I Am,私たちのあるべき姿
"This Side Hustle Is Dangerous, But Worth It",副業はハイリスク・ハイリターン
This is What You Call Professionalism!,エキスパートですから
Thorned Bulwark,剣先フェンス
Thorns and Stamen,棘と蕊
Those With Steadfast Ambition,志ある者は泰然として見渡す
Thousand Melodies,千の音を奏でて
"Thousand Miles, Unparalleled",千里、無双
Thousand Wishes of Dawn,夕陽にかがやく千の願い
Three-Dimensional Defense,全方位防御
Three-Inch Ambition,三寸に秘めた野望
Three Gates Corp.,スリーゲート
Threshold Simulation: Branching Echoes,臨界推演：岐路の反響
Thriller Movie,ホラー映画
Throne Quarter,スロノス区
Through Night's Inferno,焼くる心を篝火となす
Through Thick and Thin,苦いものもいっしょに
Through the Hollow Passage We Go!,ホロウをかける少女
Thugs,暴徒
Thunder Metal,霹靂のヘヴィメタル
Thunderbolt Silhouette,Thunderbolt Silhouette
Thunderstorm Barrage,雷霆万束
Thymefield family,タイムフィールド家
Tianqing Pestle,天青の杵
Tides of Jade,潮汐の玉佩
Tiger's Billowing Roar,嵐を生む虎の咆哮
Tiger Descending the Mountain,猛虎、山を下る
Tiger of Fire,火の虎
Tiger of the Sea,海の虎
Tigerbane Bell,臥虎の鐘
Time System,時間システム
Time Goes By...,時間は過ぎる、ただ過ぎる
Time Spent Together,一緒に過ごした時間
Time to Play,time to play
Time for a Feast (I),「宴の時間」・その一
Time for a Feast (II),「宴の時間」・その二
Time for a Feast (III),「宴の時間」・その三
Time for a Ride,ツーリングタイム
Time to Lose Weight,ダイエットしなきゃ
Timed Battle,時限バトル
Timely Assistance Medal I,雪中送炭メダルⅠ
Timely Assistance Medal II,雪中送炭メダルⅡ
Timely Assistance Medal III,雪中送炭メダルⅢ
Timely Assistance Medal IV,雪中送炭メダルⅣ
Timely Assistance Medal IX,雪中送炭メダルⅨ
Timely Assistance Medal VIII,雪中送炭メダルⅧ
Timely Assistance Medal VII,雪中送炭メダルⅦ
Timely Assistance Medal VI,雪中送炭メダルⅥ
Timely Assistance Medal V,雪中送炭メダルⅤ
Timely Electrolyte Replenishment,速やかな電解質の補給
Timely Help I,雪中送火Ⅰ
Timely Help II,雪中送火Ⅱ
Timely Help III,雪中送火Ⅲ
Timesworn Hills Explorer's Guide,昔日の丘探索マニュアル
Timeweaver,刻流の賢者
Timing Hero,タイミングマン
Tin Master,ティン
Tin Master's Coffee,ティンズコーヒー
Tin Master Special,ティンズ・スペシャル
Tiny Safehouse,小さなセーフハウス
Tipsy Muse,ほろ酔いのミューズ
To Alice,アリスのために
To Be a Bangboo Master!,目指せ、ボンプマスター！
To the Movies,映画を観に行こう
Today's Outfit,今日のコーデ
Today's Recommended Film,今日のおすすめ
Today's Relaxation Plan,本日のリラックス計画
Together as Promised,約束したから
Tomiya,トミア
"Tonight, Past Dreams Be Whole",今宵、旧夢は無欠なり
"Tonight the moon... Oh, it's cloudy.",月が綺麗ですね、曇り空だけど
Tooth Necklace,牙の形のペンダント
Toothpick Cactus,サボテンつまようじ
Top-Secret Operation Strategy,極秘作戦計画
Top-Tier Exhibit,最高水準の展示会
Top Demon Lord Trainee,魔王優等生
Top Investigator,トップ調査員
Top Proxy,No.1プロキシ
Top Seed of the Championship,最強決定戦一番のシード選手
Totally Satisfied,満ち足りた日
Tough Evidence Hunt,証拠集め難し
Tour de Inferno (B),ツール・ド・インフェルノ（下）
Tower and Cannon,高塔と巨砲
Toxic Dependency,「悪性依存症」
Trace of an Old Friend,旧友の痕跡
Trace to the Source,推本溯源
Tracking Down Clues,痕跡探し
Tracking Operation,尾行作戦
"Tracking the ""Daylight Emissary""",「お昼特派員」探し
Tracks,軌道
Traffie,マットウ
Trails of Ink,墨まとう影の足跡
Train,列車
Trainee Investigator's Supply Box,見習い調査員の物資箱
Trainee Investigator Log,見習い調査員の記録
Tranquil Crescent Moon,サイレントムーン
Transcendent Lightning Chaser,電光石火
"Transform, O Starlight Knight!",変身、スターライトナイト！
Trash Talking,ゴミが喋っている
Traveling the Universe,宇宙闊歩
Travis,トラビス
TreCarls,ザ・カールズ
Treasure Hoarder,ためこむプロ
Treasures,宝物
Tremor Trigram Vessel,雷鳴が如き八卦
Trial: Route Maintenance,お試し：経路確保
Trial: Security Patrol,お試し：巡回警備
Tributary Ferryman,支流の旅人
Tricks and Wits,小細工と小賢しさ
Trigger,「トリガー」
Trigger's Namecard,「トリガー」の名刺
Trigger Switch,触発式スイッチ
Tropaeolum,キンレンカ
Tropical Fish and You,熱帯魚とあなた
Troublemaker Bangboo Stumbles,いたずらっ子ボンプも木から落ちる
Truly Elegant,ベリーエレガント
Trust,信頼度
Trust: Route Maintenance,信頼：経路確保
Trust: Security Patrol,信頼：巡回警備
Trust: Threat from the Old Capital,信頼：旧都からの脅威
Trust: Threat in Hollow Zero,信頼：零号ホロウの脅威
Trust: Uproar from the Old Capital,信頼：旧都からの騒動
Trust: Villain in Hollow Zero,信頼：零号ホロウの強敵
Trust Event,信頼イベント
Trusty Travel Companion,旅は道連れ
Truth Beneath the Water,真意は水面下に
Trying Something New,チャレンジ精神
Tsubaki,椿
Tsukishiro Yanagi's Namecard,月城柳の名刺
Tsukishiro Yanagi Tactical Prism Program,月城柳の戦術プリズム構想
Tu,アトー
Tulip,チューリップ
Tully,タリー
Tumtum,「タプちゃん」
Tung Oil,桐油
Tuning Calibrator,調律チューナー
Turbo,turbo
Turns Out I'm the Antique,骨董品は…我とな？
Tusks of Fury,猛進するキバ
Twentie,ハツ
Twiggy,ツイッギー
Twitch Drops,Twitchドロップ
Two People in a Frame,1つのフレーム、2人の姿
Two tigers can't share the same heights,両虎並び立たず
Tyce,タイソン
Tyche Crates,「ティカの箱」
Tyco,タイコ
TypeⅡ,TypeⅡ
Tyrant,地廻り
Tyrfing,ティルヴィング
Tyrfing (Infested),ティルヴィング（寄主形態）
Tyrfing - Energized,ティルヴィング・蓄エネ型
Tyrone,タイロン
Tyson,泰三
Ukinami Yuzuha,浮波柚葉
Ukinami Yuzuha's Namecard,浮波柚葉の名刺
"Ultimate: ""Fantasian Sonata""",終結スキル：幻想のソナタ
Ultimate: A Feast Fit for an Emperor!,終結スキル：ごちそうの極み！
Ultimate: Blaspheme,終結スキル：涜神せしもの
"Ultimate: Charge, Great Armor!",終結スキル：突撃、デカ腕マン！
Ultimate: Clockwork Garden - Bloom!,終結スキル：機巧ガーデン・開花！
Ultimate: Dance With Fire,終結スキル：灼炎と舞う
Ultimate: Endless Talisman Suppression,終結スキル：術法千万
Ultimate: Final Act - Crossing the River of Regret,終結スキル：終幕・儚き夢を渡って
Ultimate: Final Curtain,終結スキル：フィナーレ
Ultimate: Glorious Inferno,終結スキル：炎のどんちゃん騒ぎ
Ultimate: Lingering Snow,終結スキル：なごり雪
Ultimate: Lunalux Garrote - Shadow,終結スキル：輝夜の糸・弦影
Ultimate: Lunalux Garrote - Timbre,終結スキル：輝夜の糸・弦音
Ultimate: Musou Aratama,終結スキル：無想荒魂
"Ultimate: Oh, Time to Play?",終結スキル：遊びの時間さ
Ultimate: Qingming Skyshade,終結スキル：青溟雲影
Ultimate: Raiei Tenge,終結スキル：雷影天華
Ultimate: Savage Smash,終結スキル：サベージスマッシュ
Ultimate: Service Stopped for Number Dialed,終結スキル：あんたはサービス停止です！
Ultimate: Soaring Bird's Song,終結スキル：鳥鳴讃歌
Ultimate: Starfall Finale,終結スキル：降る星のフィナーレ
Ultimate: Surrender or Suffer the Mischief,終結スキル：トリック・オア・ギブ
Ultimate: The World Trembles,終結スキル：震天動地
Ultimate: Tiger Seven Forms - Raging Tiger Explosion,終結スキル：悪虎の型・猛虎爆砕
Ultimate: Underworld Requiem,終結スキル：冥府の挽歌
"Ultimate: Very, Very Sorry!",終結スキル：も、申し訳ございません！
Ultimate: Voidstrike,終結スキル：空を断つ電光
Ultimate: W-Form Crowned Inferno,終結スキル：W式クラウン・インフェルノ
Ultimate: Walk-Off Home Run!,終結スキル：サヨナラホームラン！
Ultimate: Zanshin,終結スキル：残心
Ultimate Calculations,裏の裏まで占う
Ultimate Karaoke King,超級・カラオケ王
Ultimate Prank,イタズラの奥義
Ultimate Summer Challenge!,真夏の最終挑戦！
Uncanny Valley I,「不気味の谷I」
Uncanny Valley II,「不気味の谷II」
Uncanny Valley III,「不気味の谷III」
Unclaimed Cargo Box,主なきコンテナ
Uncle A-Fang,方おじさん
Uncle Hong,ホンおじさん
Uncle Kai,楷のおじさん
Unconditional Trust,無条件の信頼
Unconventional Gold Rush,桁外れのゴールドラッシュ
Unconventional Side Hustle,手に負えないバイト
Under Her Starry Sky,彼女という星空のもと
Under the Sea,海に沈む
Under the Stars,満天の星の下
Undercover R&B,ネズミ色のブルース
Undercover R&B,Undercover R&B
Underwater Sightseeing Tour,水中観光ツアー
Unexpected Captives,意外な滞在者
The KidⅡ,幼子Ⅱ
Unexpected Challenge,思いがけない挑戦
Unexpected Commission: See You at the Parking Lot,予期せぬ依頼・駐車場で会おう
Unexpected Fate,思いがけない縁
Unexpected Reunion,思わぬ再会
Unfettered Game Ball,ゲームボール
Unfinished Dreams,尽きぬ夢の名残り
Unfinished Task,未達成事項
Unforgettable Tonight,今宵忘れ難し
"Uniform, Shark Tail, Scissors","Uniform, Shark Tail, Scissors"
Uninvited Guests Sit at the Back,招かれざる客は末席に
Unique Handicraft,風変わりな工芸品
United Against a Common Enemy,共通の敵
Universal Audio Memory Card,汎用音声データカード
Unknown Area,未知のエリア
"Unknown Area, Signal Disconnected...","Unknown Area, Signal Disconnected..."
Unknown Healer,正体不明の医師
Unknown Letter,差出人不明の手紙
Unlimited Players,レディ・プレイヤー∞
Unlit Light,消灯しているライト
Unlovedboo,愛されないボンプ
Unlucky,不幸だー！！
Unlucky Archie (I),不運なチー・その一
Unlucky Archie (II),不運なチー・その二
Unlucky Gift,不幸な贈り物
Unofficial Guide,仮のガイド
Unproductive Visit,挫折する訪問
Unsoothing Fish Therapy,癒されないフィッシュスパ
Unstable Area,止まれ
Unstoppable,破竹の勢い
Unswerving Bullet,朱弦が如き実直
Untainted Jade,青氷が如き清白
Until You Plead Sweetly,あなたが甘く願うまで
Until Your Memory Fades,あなたさまがすべて忘れ去るまで
Until the Nightmare's End,悪夢の果てまで
Untouchable Friend,触れられざる友
"Unusual ""Symptoms""",「特殊」な症状
Unusually Short Fuse,瞬間ヒートアップ
Up-Up-Down-Down-Left-Left-Right-Right,上上下下左左右右
Up Ahead... Is an Abyss!,その先は沼だぞ…
Updating Work ID Photo,近影をパシャリ
Upgrade: In the Name of Miracle,ランクアップ‐「奇跡」の名を以て
"Upgrade: Red, Blue, and Iron",ランクアップ‐青と赤と鉄
Upgrade: Witch's Empathy,ランクアップ‐「魔女」の感性
Upgrade - A Cat's Home,ランクアップ-猫の帰る場所
Upgrade - Cat's Gratitude,ランクアップ-猫の恩返し
Upgrade - Crimson Nightmare,ランクアップ-「赤い悪夢」
Upgrade - Cunning Hare Nicole,ランクアップ-邪兎のニコ
Upgrade - Merciless Merchant,ランクアップ-悪徳商人
Upgrade - Most Outrageous Group Pic,ランクアップ-最もぶっ飛んだ写真
Upgrade - Nekomata's Worries,ランクアップ-猫又の悩み
Upgrade - People who love movies aren't bad people,ランクアップ-映画好きに悪い人はいない
Upgrade - Precious Document,ランクアップ-価値ある書類
Upgrade - Take care of Yourself,ランクアップ-メンテナンス注意
Upon a Pillow of Clouds,風を枕に雲を布団に
Upper Level,上層区域
Uproar of Decibels,喧噪を謳う唇
Upward Passage,上へ向かう通路
Urban Legend Check,怪談検証
Urban Legends videotape,都市伝説とビデオ
Uro Tsuki,虚突
Used Battery,廃棄バッテリー
Usefulness of Photos,写真の使い道
Using Oneself as Bait,身を賭して策を打つ
VIP Deposit Box,VIP貯金箱
VIP Emergency Button,VIP緊急ボタン
VIP Member,親愛なる会員様
VIP Treatment,VIP待遇
Vacation!,vacation！
Vagrant's Final Resting Place,流れ者の居場所
Counter Attack,反撃
"Valiant Tiger Warrior, Bane of Demons",虎の威、妖魔を鎮む
Vegetable Noodles,白鉢野菜ラーメン
Vending machines are a gem,自販機は宝の山
Veni,来た
Venus,「明けの明星」
Veronica,ヴェロニカ
Vibrant Resonance,揺れ動く共振
Vibrant Store Manager,元気な店長さん
Vicious Dogs Within,「悪犬」が道を塞ぐ
Victor,ビクター
Victor's Oath,勝利の誓言
Victoria Housekeeping Co.,ヴィクトリア家政
Victoria Housekeeping Coupon,ヴィクトリア家政チケット
Victoria Style Service,ヴィクトリア家政流サービス
Victory,Victory
Video Archive,映像アーカイブ
Video Game Festival Coupon,ゲームフェス引換券
Video Game Training Method,「コンピューターゲーム訓練法」
Video Store Branch,出張ビデオ屋
Vince,傑
Vine Paper,藤紙
Viola Philippica,スミレ
Violet Gold Soil,紫金石
Virtual Battlefield Mayhem,デジタル戦場の騒乱
Virtual Battlefield Mayhem (I),デジタル戦場の騒乱・その一
Virtual Battlefield Mayhem (II),デジタル戦場の騒乱・その二
Virtual Battlefield Mayhem (III),デジタル戦場の騒乱・その三
Virtual Battlefield Mayhem (IV),デジタル戦場の騒乱・その四
Virtual Battlefield Mayhem (V),デジタル戦場の騒乱・その五
Virtual Boundary,バーチャル・バウンダリー
Virtual Revenge,虚ろに潜む報復劇
Virtual Revenge,Virtual Revenge
Virtual World: Battle Storm,風雲・虚界熱戦
Vision Corporation,ヴィジョン・コーポレーション
Visitor Traffic,来客数
Visitor from the Beyond,宇宙からの来客
Vital View,極限視界
Vivian Banshee,ビビアン・バンシー
Vivian's Namecard,ビビアンの名刺
Vivian,ビビ
Voice of the Once-Spoken,木霊する往時の声
Void Hunter,虚狩り
VR,VR
W-Engine Battery,音動機用蓄電池
W-Engine Chip,音動機の残余チップ
W-Engine Energy Module,音動機用エネルギーモジュール
W-Engine Power Supply,周波数変換型音動機電源
W-Engine Specialization,音動機特化
Wade,ウェイド
Waifei First Aid Master,衛非地区を救った師
Waifei Peninsula,衛非地区
"Wait, No Signal",待った、電波が悪い
Walking With Dreams,夢と共に歩む
Wandering Night Lantern,きらびやかな夜の燈火
Wandering Scribe,異郷の文人
Want Some Ice Cream?,ソフトクリームはいかが？
Warm Bed,ふかふかなベッド
Warm and Sweet Intentions,熱々の思いを込めて
Warning: Extremely Dangerous,警告：極めて危険
Warrior Friday,勇者・フライデー
Warrior of the Abyss Needs Backup,深淵の勇者は助けが欲しい
Wasteland Promise,悪地への招待状
Watch Your Head,頭上注意
Watch Your Step,足元注意
Water Lily,スイレン
Waterfall Soup's Special Treatment,錦鯉の特別メニュー
Way of Clouds,雲嶽の道
Wayland Murphy,ウェーランド・マーフィー
"Ways to Become ""Yourself""",「自分」になる方法
Ways to Dispel Fear,恐怖を克服するには
We'll Meet Again,また会う日まで
We Need You,キミの力が必要だ！
Weakened,「衰弱」
Weasel Gang,いたち組
Weather and Music,天気と音楽
Web of Light and Shadow,光と影の網
Weeding Specialist,芝刈り職人
Weekly Custom Schedule,毎週のカスタム日課
Weeping Cradle,啜り泣くゆりかご
Weeping Gemini,双生の涙
Weird Crystal,奇妙な結晶
Weird Detective,変な探偵
Weird Fog,奇妙な霧
Weird Scavenger,変なゴミ拾い
Weird Student,変な学生
Weird Thoughts,おかしなアイデア
"Welcome, New Employee!",就職おめでとう!
Welcome to Cheesetopia,「チートピア」へようこそ
Welcome to New Eridu - Where Humanity Rises Anew!,Welcome to New Eridu - Where Humanity Rises Anew!
Welcome to Seed's World,「シード」の世界へようこそ
Welcome to Suibian Temple!,ようこそ、適当観へ！
Welcome to Virtual World,バーチャルへようこそ
Welcome to Waifei Peninsula,ようこそ衛非地区へ
Well-Maintained Potted-Plant,丹精込めて育てられた鉢植え
Wenwen,文文
West,ウェスト
Whale Shark,ジンベエザメ
What's Been Forgotten,忘れていること
What's So Good About Hand-Ground Coffee?,手挽きコーヒーの良さとは？
What's This? Let Me Try!,これってなんだろう？使ってみよう
What's in the Water,川の中には
What You Can and Can't Eat,食べられるもの、食べられないもの
What an awesome mech! So cool! I wanna drive it!,なにこのメカ！？カッケー！乗りてー！
What matters is the people you share a meal with,大事なのは、一緒にごはんを食べる人
What the Waves Will Wash Away,波に流されるもの
What to Take Note of for a Photo,撮影上の注意
When Business Comes Knocking,When Business Comes Knocking
When Business Comes Knocking - Remix,When Business Comes Knocking - Remix
When Dreams Remain Unfinished,未だ消えぬ夢の中で
Companion Database,仲間図鑑
Dream Investigation,夢境調査
When Dying Trees Bloom,枯れ木に花を咲かせましょう
When Opportunities Converge,邂逅の刻
When Sandwiches Come A Knockin',「サンドイッチがやってくる」
When Will We Return to Port?,帰港待ち
When You Gaze at the Empty Room,空き屋もまたこちらをのぞいている
When the Crows Perch,When the Crows Perch
Where Daily Check-Ins Begin,日課の始まり
Where Darkness Cannot Reach,日の当たる場所で
Where Sky Rests in Water,水鏡に夢うつつ
Where We First Met,初めて出会った場所
"Where You Quit, They Persist",汝の捨て駒は彼の宝
Where the Bird Rests,鳥の止まる処
Where the Miracle Began,Where the Miracle Began
Where the Stars Shine Bright,星々のきらめく地
Where the Wind Blows,風の吹くところ
Where to Go When Skipping Class,学校をサボる時の行先
Which one of us is more handsome?,「ご本人とどっちがハンサム？」
While You Were Away,あなたがいない時間
Whirlwind of Delicacies,グルメストーム
Whispered Tales,芝居がかった幽々談
Whispering Doll,囁く人形
Whispering Dolls: Twins,囁く人形・双生
Whispering River Breeze,川風は何も語らない
White Heart Silhouette,ホワイトハーツの面影
White Jade,白玉石
White Star Institute,ホワイトスター学会
White Star Institute Documents,ホワイトスター学会の書類
White Star Institute Research Station,ホワイトスター学会研究所
